date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:20	2302/2302	---M--	200	added ('OK')	image/png	etag:%228fe-55317a9516902%22	https://www.bloodbankindia.net/bbi_theme/images/ico-1.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/ico-1.png	(from https://www.bloodbankindia.net/)
22:57:21	2885/2885	---M--	200	added ('OK')	image/png	etag:%22b45-55317a954a51c%22	https://www.bloodbankindia.net/bbi_theme/images/ico-2.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/ico-2.png	(from https://www.bloodbankindia.net/)
22:57:21	436/436	---M--	200	added ('OK')	image/jpeg	etag:%221b4-55317a961b4c4%22	https://www.bloodbankindia.net/bbi_theme/images/arrow.jpg	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/arrow.jpg	(from https://www.bloodbankindia.net/)
22:57:21	2171/2171	---M--	200	added ('OK')	image/png	etag:%2287b-55317a961f344%22	https://www.bloodbankindia.net/bbi_theme/images/ico-3.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/ico-3.png	(from https://www.bloodbankindia.net/)
22:57:22	23768/23768	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2017:27:23%20GMT	https://www.bloodbankindia.net/tools/req/2034	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/tools/req/2034.html	(from https://www.bloodbankindia.net/)
22:57:23	23768/23768	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2017:27:24%20GMT	https://www.bloodbankindia.net/tools/req/2032	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/tools/req/2032.html	(from https://www.bloodbankindia.net/)
22:57:23	23768/23768	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2017:27:24%20GMT	https://www.bloodbankindia.net/tools/req/2031	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/tools/req/2031.html	(from https://www.bloodbankindia.net/)
22:57:24	23768/23768	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2017:27:23%20GMT	https://www.bloodbankindia.net/tools/req/2033	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/tools/req/2033.html	(from https://www.bloodbankindia.net/)
22:57:24	1130/1130	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202019%2017:27:24%20GMT	https://www.bloodbankindia.net/information/privacy_policy	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/information/privacy_policy	(from https://www.bloodbankindia.net/)
22:57:25	97821/97821	---MC-	200	added ('OK')	text/javascript	date:Tue,%2017%20Sep%202019%2017:27:20%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/Dell/Desktop/test/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.bloodbankindia.net/)
22:57:25	25852/25852	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2017:27:25%20GMT	https://www.bloodbankindia.net/information/privacypolicy	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/information/privacypolicy.html	(from https://www.bloodbankindia.net/)
22:57:25	631/631	---M--	200	added ('OK')	image/png	etag:%22277-55317a947f333%22	https://www.bloodbankindia.net/bbi_theme/images/fb-footer.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/fb-footer.png	(from https://www.bloodbankindia.net/)
22:57:26	1314/1314	---M-Z	200	added ('OK')	application/javascript	etag:%22522-55317a97eb26f-gzip%22	https://www.bloodbankindia.net/bbi_theme/js/custom.js	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/js/custom.js	(from https://www.bloodbankindia.net/)
22:57:26	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%2245843454d6d0865f5454ac4095393583%22	http://connect.facebook.net/en_GB/sdk.js	C:/Users/Dell/Desktop/test/connect.facebook.net/en_GB/sdk.js	(from https://www.bloodbankindia.net/)
22:57:26	67523/67523	---M-Z	200	added ('OK')	application/javascript	etag:%22107c3-55317a98307c8-gzip%22	https://www.bloodbankindia.net/bbi_theme/js/plugins.js	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/js/plugins.js	(from https://www.bloodbankindia.net/)
22:57:27	44470/44470	---MC-	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2017:22:41%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/Dell/Desktop/test/www.google-analytics.com/analytics.js	(from https://www.bloodbankindia.net/)
22:57:27	1130/1130	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202019%2017:27:28%20GMT	https://www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.eot	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.eot	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:28	1130/1130	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202019%2017:27:29%20GMT	https://www.bloodbankindia.net/font/fontawesome-webfont_2d2816fe.eot	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/font/fontawesome-webfont_2d2816fe.eot	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:29	1130/1130	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202019%2017:27:29%20GMT	https://www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.woff	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.woff	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:30	1130/1130	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202019%2017:27:31%20GMT	https://www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.ttf	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.ttf	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:30	1130/1130	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Sep%202019%2017:27:31%20GMT	https://www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.svg	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/font/fontawesome-webfont_956ab00f.svg	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:33	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-55317a8f2ceef%22	https://www.bloodbankindia.net/bbi_theme/font/fontawesome-webfont.eot?v=3.2.1	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/fontawesome-webfontf77b.eot	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:33	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-55317a8f2ceef%22	https://www.bloodbankindia.net/bbi_theme/font/fontawesome-webfont.eot?	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/fontawesome-webfontd41d.eot	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:35	43572/43572	---M--	200	added ('OK')	application/helveticaneue	etag:%22aa34-55317a9115337%22	https://www.bloodbankindia.net/bbi_theme/font/fontawesome-webfont.woff?v=3.2.1	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/fontawesome-webfontf77b.woff	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:36	1208/1208	---M--	200	added ('OK')	image/png	etag:%224b8-55317a96cefb0%22	https://www.bloodbankindia.net/bbi_theme/images/fancybox_sprite.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/fancybox_sprite.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:36	6567/6567	---M--	200	added ('OK')	image/gif	etag:%2219a7-55317a94e3c88%22	https://www.bloodbankindia.net/bbi_theme/images/fancybox_loading.gif	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/fancybox_loading.gif	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:37	79076/79076	---M--	200	added ('OK')	application/x-font-ttf	etag:%22134e4-55317a911d036%22	https://www.bloodbankindia.net/bbi_theme/font/fontawesome-webfont.ttf?v=3.2.1	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/fontawesome-webfontf77b.ttf	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:37	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-55317a957b257%22	https://www.bloodbankindia.net/bbi_theme/images/blank.gif	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/blank.gif	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:37	4861/4861	---M--	200	added ('OK')	image/png	etag:%2212fd-55317a944e5f9%22	https://www.bloodbankindia.net/bbi_theme/images/fancybox_sprite@2x.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/fancybox_sprite@2x.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:38	156/156	---M--	200	added ('OK')	image/png	etag:%229c-55317a966f47b%22	https://www.bloodbankindia.net/bbi_theme/images/select-arrow.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/select-arrow.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:38	139/139	---M--	200	added ('OK')	image/png	etag:%228b-55317a94708d5%22	https://www.bloodbankindia.net/bbi_theme/images/minus-collapse.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/minus-collapse.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:38	156/156	---M--	200	added ('OK')	image/png	etag:%229c-55317a95e49cb%22	https://www.bloodbankindia.net/bbi_theme/images/plus-collapse.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/plus-collapse.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:39	13984/13984	---M--	200	added ('OK')	image/gif	etag:%2236a0-55317a94d7169%22	https://www.bloodbankindia.net/bbi_theme/images/fancybox_loading@2x.gif	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/fancybox_loading@2x.gif	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:39	12332/12332	---M--	200	added ('OK')	image/png	etag:%22302c-55317a943ccbb%22	https://www.bloodbankindia.net/bbi_theme/images/counter-bg.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/counter-bg.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:42	174/174	---M--	200	added ('OK')	image/png	etag:%22ae-55317a95e0b4b%22	https://www.bloodbankindia.net/bbi_theme/images/open.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/open.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:42	833/833	---M--	200	added ('OK')	image/png	etag:%22341-55317a94b100e%22	https://www.bloodbankindia.net/bbi_theme/images/close.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/close.png	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:44	34028/34028	---M--	200	added ('OK')	application/helveticaneue	etag:%2284ec-55317a8f75327%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue.woff	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeue.woff	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:47	70983/70983	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211547-55317a8ee5a57%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue.eot?	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeued41d.eot	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:55	70803/70803	---M--	200	added ('OK')	application/x-font-ttf	etag:%2211493-55317a8deba74%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue.ttf	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeue.ttf	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:57	49346/49346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c0c2-55317a91c4003%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.eot?	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Ltd41d.eot	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:59	22820/22820	---M--	200	added ('OK')	application/helveticaneue	etag:%225924-55317a90879a7%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.woff	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.woff	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:57:59	43800/43800	---M--	200	added ('OK')	application/x-font-opentype	etag:%22ab18-55317a8e37d2b%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.otf	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.otf	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:04	83312/83312	---M--	200	added ('OK')	image/svg+xml	etag:%2214570-55317a9035931%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue.svg	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeue.svg	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:05	49068/49068	---M--	200	added ('OK')	application/x-font-ttf	etag:%22bfac-55317a8fc833d%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.ttf	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.ttf	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:08	197829/197829	---M--	200	added ('OK')	image/svg+xml	etag:%22304c5-55317a91a7ae6%22	https://www.bloodbankindia.net/bbi_theme/font/fontawesome-webfont.svg	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/fontawesome-webfont.svg	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:08	34324/34324	---M--	200	added ('OK')	application/helveticaneue	etag:%228614-55317a906b48b%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Bold.woff	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Bold.woff	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:11	160417/160417	---M--	200	added ('OK')	image/svg+xml	etag:%22272a1-55317a9019414%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.svg	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeueLTPro-Lt.svg	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:11	70115/70115	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22111e3-55317a8e91aa1%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Bold.eot?	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Boldd41d.eot	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:15	35313/35313	---M-Z	200	added ('OK')	text/css	etag:W/%2255003d15-89f1%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css	(from https://www.bloodbankindia.net/donors/register)
22:58:16	69931/69931	---M--	200	added ('OK')	application/x-font-ttf	etag:%221112b-55317a90c32c1%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Bold.ttf	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Bold.ttf	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:17	4861/4861	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2017:28:17%20GMT	https://www.bloodbankindia.net/information/eligibility	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/information/eligibility.html	(from https://www.bloodbankindia.net/donors/register)
22:58:18	206/206	---M--	200	added ('OK')	image/png	etag:%22ce-55317a950ad83%22	https://www.bloodbankindia.net/bbi_theme/images/do.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/do.png	(from https://www.bloodbankindia.net/donors/register)
22:58:18	83034/83034	---M--	200	added ('OK')	image/svg+xml	etag:%221445a-55317a8e997a0%22	https://www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Bold.svg	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/font/HelveticaNeue-Bold.svg	(from https://www.bloodbankindia.net/bbi_theme/style.css)
22:58:18	225/225	---M--	200	added ('OK')	image/png	etag:%22e1-55317a9681d59%22	https://www.bloodbankindia.net/bbi_theme/images/dont.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/dont.png	(from https://www.bloodbankindia.net/donors/register)
22:58:19	5728/5728	---M--	200	added ('OK')	image/png	etag:%221660-55317a97079e9%22	https://www.bloodbankindia.net/bbi_theme/images/logo-about.png	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/bbi_theme/images/logo-about.png	(from https://www.bloodbankindia.net/aboutus)
22:58:19	5582/5582	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2017:28:19%20GMT	https://www.bloodbankindia.net/donors/privacy_policy	C:/Users/Dell/Desktop/test/www.bloodbankindia.net/donors/privacy_policy.html	(from https://www.bloodbankindia.net/donors/register)
22:58:20	470596/470596	---M-Z	200	added ('OK')	application/javascript	etag:W/%2255003d15-72e44%22	http://code.jquery.com/ui/1.11.4/jquery-ui.js	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/jquery-ui.js	(from https://www.bloodbankindia.net/donors/register)
22:58:21	292/292	---M--	200	added ('OK')	image/png	etag:%2255003d15-124%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_inset-hard_100_eeeeee_1x100.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_inset-hard_100_eeeeee_1x100.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
22:58:21	316/316	---M--	200	added ('OK')	image/png	etag:%2255003d15-13c%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_highlight-soft_100_f9f9f9_1x100.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_highlight-soft_100_f9f9f9_1x100.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
22:58:22	448/448	---M--	200	added ('OK')	image/png	etag:%2255003d15-1c0%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-thick_22_1484e6_40x40.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-thick_22_1484e6_40x40.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
22:58:22	445/445	---M--	200	added ('OK')	image/png	etag:%2255003d15-1bd%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-thick_26_2293f7_40x40.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-thick_26_2293f7_40x40.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
22:58:22	456/456	---M--	200	added ('OK')	image/png	etag:%2255003d15-1c8%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-thick_20_e69700_40x40.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-thick_20_e69700_40x40.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
22:58:22	381/381	---M--	200	added ('OK')	image/png	etag:%2255003d15-17d%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-small_25_c5ddfc_40x40.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-bg_diagonals-small_25_c5ddfc_40x40.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
22:58:23	4599/4599	---M--	200	added ('OK')	image/png	etag:%2255003d15-11f7%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-icons_0a82eb_256x240.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-icons_0a82eb_256x240.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
22:58:24	4599/4599	---M--	200	added ('OK')	image/png	etag:%2255003d15-11f7%22	https://code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-icons_5fa5e3_256x240.png	C:/Users/Dell/Desktop/test/code.jquery.com/ui/1.11.4/themes/excite-bike/images/ui-icons_5fa5e3_256x240.png	(from https://code.jquery.com/ui/1.11.4/themes/excite-bike/jquery-ui.css)
